
New Run at  07/20/2016 19:55:51
, Time, RandomReward; LearnWReward
data,1214863200000,1298;9974;7468
data,1296514800000,1298;3471;7469
data,1291158000000,1298;14848;7469
data,1280613600000,1298;292;7470
data,1246399200000,1298;10768;7470
data,1243807200000,1298;23;7470
data,1249077600000,1298;461;7470
data,1304596463289,1298;1079;7471
data,1220220000000,1298;1198;7472
data,1225494000000,1298;4113;7473
data,1225494000000,1298;1131;7474
data,1246399200000,1298;6201;7474
data,1191189600000,1298;6779;7475
data,1283292000000,1298;10812;7475
data,1272664800000,1298;2083;7476
data,1251756000000,1298;585;7476
data,1122847200000,1298;3471;7476
data,1277935200000,1298;10825;7476
data,1230764400000,1299;10035;7476
data,1185919200000,1299;6768;7476
data,1267398000000,1299;9361;7477
data,1257030000000,1299;17872;7477
data,1230764400000,1299;2936;7477
data,1196463600000,1299;3881;7477
data,1264978800000,1299;4916;7477
data,1212271200000,1299;2434;7477
data,1241128800000,1299;3083;7477
data,1254348000000,1299;11339;7477
data,1220220000000,1299;1378;7477
data,1233442800000,1299;6880;7477
data,1277935200000,1299;14794;7477
data,1243807200000,1299;8067;7477
data,1222812000000,1299;2901;7478
data,1191189600000,1299;10896;7478
data,1296514800000,1299;17534;7478
data,1285884000000,1299;4877;7478
data,1270072800000,1299;3123;7478
data,1199142000000,1299;15477;7478
data,1285884000000,1299;289;7479
data,1230764400000,1299;191;7479
data,1298934000000,1299;3953;7480
data,1230764400000,1299;3587;7480
data,1217541600000,1299;15949;7480
data,1238536800000,1299;1116;7480
data,1193871600000,1299;13485;7480
data,1304702073014,1299;5790;7480
data,1212271200000,1299;3611;7480
data,1296514800000,1299;14585;7480
data,1304603654373,1299;621;7480
data,1159653600000,1299;12113;7480
data,1304608277611,1299;7818;7480
data,1293836400000,1299;5430;7480
data,1259622000000,1299;2899;7480
data,1172703600000,1299;3123;7480
data,1146434400000,1299;13268;7480
data,1183240800000,1299;1013;7480
data,1228086000000,1299;18397;7480
data,1183240800000,1299;962;7481
data,1196463600000,1299;789;7481
data,1241128800000,1299;532;7482
data,1149112800000,1299;7928;7482
data,1243807200000,1299;6811;7482
data,1235862000000,1299;12761;7482
data,1259622000000,1299;16628;7482
data,1257030000000,1299;327;7482
data,1157061600000,1299;814;7482
data,1288566000000,1299;364;7483
data,1212271200000,1299;12356;7483
data,1272664800000,1299;3289;7483
data,1230764400000,1299;3003;7483
data,1204326000000,1299;9969;7483
data,1175378400000,1299;14147;7483
data,1193871600000,1299;18302;7483
data,1254348000000,1299;8122;7483
data,1233442800000,1299;6887;7484
data,1225494000000,1299;157;7485
data,1267398000000,1299;4025;7485
data,1293836400000,1299;8254;7485
data,1304935808598,1299;728;7486
data,1267398000000,1299;16215;7486
data,1277935200000,1299;14143;7486
data,1191189600000,1299;5248;7486
data,1233442800000,1299;15443;7486
data,1254348000000,1299;3974;7486
data,1191189600000,1299;64;7486
data,1275343200000,1299;4561;7487
data,1285884000000,1299;9544;7487
data,1280613600000,1299;18215;7487
data,1164927600000,1299;2342;7487
data,1243807200000,1299;11739;7487
data,1201820400000,1299;11686;7487
data,1222812000000,1300;344;7488
data,1251756000000,1300;9543;7488
data,1220220000000,1300;10163;7488
data,1288566000000,1300;18714;7488
data,1251756000000,1300;4371;7488
data,1241128800000,1300;3992;7488
data,1172703600000,1300;1803;7488
data,1291158000000,1300;3888;7488
data,1264978800000,1300;6564;7488
data,1241128800000,1300;2186;7488
data,1285884000000,1300;10092;7488
data,1288566000000,1300;1006;7488
data,1267398000000,1300;744;7489
data,1283292000000,1300;2633;7489
data,1283292000000,1300;3464;7489
data,1207000800000,1300;4388;7489
data,1204326000000,1300;17094;7489
data,1188597600000,1300;13393;7489
data,1285884000000,1300;344;7490
data,1193871600000,1300;51;7491
data,1267398000000,1300;10429;7491
data,1222812000000,1300;511;7492
data,1285884000000,1301;14516;7492
data,1241128800000,1301;17905;7492
data,1162335600000,1301;1270;7493
data,1235862000000,1301;1689;7493
data,1285884000000,1301;6342;7493
data,1293836400000,1301;4616;7493
data,1264978800000,1301;10290;7493
data,1264978800000,1301;12105;7493
data,1172703600000,1301;3108;7493
data,1217541600000,1301;11690;7493
data,1272664800000,1301;961;7493
data,1262300400000,1301;704;7494
data,1293836400000,1301;11104;7494
data,1225494000000,1301;4706;7494
data,1277935200000,1301;18599;7494
data,1191189600000,1301;11339;7494
data,1264978800000,1301;17479;7494
data,1243807200000,1301;12220;7494
data,1283292000000,1301;2572;7494
data,1283292000000,1301;697;7494
data,1188597600000,1301;6967;7494
data,1249077600000,1301;10640;7494
data,1288566000000,1301;4460;7494
data,1251756000000,1301;474;7495
data,1170284400000,1301;11511;7495
data,1304604728149,1301;2717;7495
data,1238536800000,1301;4306;7495
data,1254348000000,1301;55;7496
data,1177970400000,1301;9418;7496
data,1193871600000,1301;2467;7496
data,1214863200000,1301;4435;7496
data,1270072800000,1301;5153;7497
data,1164927600000,1301;217;7498
data,1267398000000,1301;16169;7498
data,1264978800000,1301;724;7498
data,1272664800000,1301;5423;7498
data,1246399200000,1301;15749;7498
data,1185919200000,1302;13344;7498
data,1280613600000,1302;1247;7499
data,1225494000000,1302;1390;7500
data,1225494000000,1302;55;7501
data,1254348000000,1302;2948;7501
data,1235862000000,1302;7775;7501
data,1220220000000,1302;461;7502
data,1283292000000,1302;3089;7502
data,1251756000000,1302;4153;7502
data,1259622000000,1302;5257;7503
data,1291158000000,1302;452;7503
data,1280613600000,1302;13610;7503
data,1293836400000,1302;71;7503
data,1259622000000,1302;8210;7503
data,1212271200000,1302;8880;7503
data,1241128800000,1302;6196;7504
data,1193871600000,1302;858;7504
data,1154383200000,1302;1036;7504
data,1233442800000,1302;7110;7504
data,1162335600000,1302;2619;7504
data,1225494000000,1302;8122;7505
data,1285884000000,1302;6910;7505
data,1235862000000,1303;302;7506
data,1298934000000,1304;10699;7506
data,1164927600000,1304;8820;7506
data,1225494000000,1304;4826;7506
data,1293836400000,1304;2554;7506
data,1212271200000,1304;915;7506
data,1272664800000,1304;3201;7506
data,1233442800000,1304;800;7507
data,1262300400000,1304;319;7507
data,1214863200000,1304;5185;7507
data,1228086000000,1304;3707;7507
data,1212271200000,1304;16727;7507
data,1175378400000,1304;1003;7507
data,1217541600000,1304;744;7508
data,1243807200000,1304;302;7509
data,1222812000000,1304;302;7509
data,1277935200000,1304;667;7509
data,1264978800000,1304;14687;7509
data,1270072800000,1305;302;7510
data,1259622000000,1305;15473;7510
data,1254348000000,1305;9285;7510
data,1159653600000,1305;1800;7510
data,1277935200000,1305;333;7511
data,1209592800000,1305;11189;7511
data,1283292000000,1305;697;7512
data,1209592800000,1305;13528;7512
data,1257030000000,1305;340;7512
data,1291158000000,1305;2468;7513
data,1228086000000,1305;285;7514
data,1136070000000,1305;9530;7514
data,1230764400000,1305;18332;7514
data,1243807200000,1305;1976;7514
data,1235862000000,1305;3626;7514
data,1293836400000,1305;15429;7514
data,1298934000000,1305;17400;7514
data,1267398000000,1306;291;7515
data,1162335600000,1306;15102;7515
data,1151704800000,1306;5452;7515
data,1230764400000,1306;2794;7515
data,1136070000000,1306;2121;7515
data,1214863200000,1306;187;7516
data,1183240800000,1306;4351;7516
data,1172703600000,1306;16837;7516
data,1151704800000,1306;1014;7517
data,1172703600000,1306;59;7518
data,1241128800000,1306;4844;7518
data,1151704800000,1306;2468;7518
data,1298934000000,1306;8219;7519
data,1293836400000,1306;17565;7519
data,1296514800000,1306;5818;7519
data,1246399200000,1306;157;7520
data,1241128800000,1306;8479;7520
data,1298934000000,1306;7;7521
data,1254348000000,1306;259;7521
data,1270072800000,1306;2554;7521
data,1277935200000,1306;2908;7521
data,1259622000000,1306;5166;7521
data,1191189600000,1306;18532;7521
data,1280613600000,1306;65;7522
data,1283292000000,1306;67;7523
data,1267398000000,1306;1119;7523
data,1199142000000,1306;1043;7524
data,1277935200000,1306;7152;7524
data,1238536800000,1306;430;7524
data,1272664800000,1306;58;7524
data,1277935200000,1306;7580;7524
data,1288566000000,1306;2780;7524
data,1264978800000,1306;15972;7524
data,1283292000000,1306;951;7524
data,1188597600000,1306;3460;7525
data,1151704800000,1306;3921;7525
data,1267398000000,1306;2815;7525
data,1220220000000,1306;8254;7525
data,1298934000000,1306;18242;7525
data,1204326000000,1306;3825;7525
data,1151704800000,1306;11477;7525
data,1196463600000,1307;2835;7525
data,1204326000000,1307;3032;7526
data,1246399200000,1307;171;7526
data,1175378400000,1307;966;7526
data,1267398000000,1307;8676;7526
data,1280613600000,1307;6570;7526
data,1217541600000,1307;6073;7527
data,1204326000000,1307;6117;7527
data,1257030000000,1307;89;7528
data,1241128800000,1307;8764;7528
data,1228086000000,1307;17583;7528
data,1228086000000,1308;1042;7528
data,1288566000000,1308;3404;7529
data,1212271200000,1308;2681;7530
data,1257030000000,1308;9334;7530
data,1291158000000,1308;12817;7530
data,1204326000000,1308;15600;7530
data,1238536800000,1308;484;7530
data,1193871600000,1308;310;7531
data,1230764400000,1308;3110;7531
data,1249077600000,1308;172;7532
data,1235862000000,1308;7044;7532
data,1254348000000,1308;9262;7532
data,1191189600000,1308;265;7532
data,1146434400000,1308;6699;7532
data,1193871600000,1308;3891;7532
data,1296514800000,1308;4883;7533
data,1230764400000,1308;215;7533
data,1225494000000,1308;959;7533
data,1243807200000,1308;12400;7533
data,1217541600000,1308;12400;7533
data,1283292000000,1308;5789;7534
data,1270072800000,1308;3880;7534
data,1230764400000,1308;289;7535
data,1235862000000,1308;846;7535
data,1159653600000,1308;9970;7535
data,1220220000000,1308;14257;7535
data,1270072800000,1308;89;7536
data,1298934000000,1308;13843;7536
data,1259622000000,1308;1098;7536
data,1241128800000,1308;3815;7536
data,1209592800000,1309;15776;7536
data,1228086000000,1309;331;7536
data,1183240800000,1309;615;7536
data,1285884000000,1309;991;7536
data,1204326000000,1309;1339;7537
data,1183240800000,1309;72;7538
data,1288566000000,1309;3275;7538
data,1209592800000,1309;191;7539
data,1212271200000,1309;11234;7539
data,1141167600000,1309;1014;7540
data,1283292000000,1309;1965;7540
data,1241128800000,1309;1279;7541
data,1293836400000,1309;77;7541
data,1285884000000,1309;8340;7541
data,1214863200000,1309;1099;7541
data,1259622000000,1309;1159;7541
data,1277935200000,1309;14873;7541
data,1238536800000,1309;5008;7542
data,1214863200000,1309;10657;7542
data,1214863200000,1309;8482;7542
data,1275343200000,1309;12035;7542
data,1188597600000,1309;4257;7542
data,1283292000000,1309;3878;7542
data,1196463600000,1309;533;7543
data,1204326000000,1309;7044;7543
data,1270072800000,1309;2434;7543
data,1296514800000,1309;15752;7543
data,1201820400000,1310;15675;7543
data,1288566000000,1310;11769;7544
data,1251756000000,1310;15038;7544
data,1188597600000,1310;10640;7544
data,1233442800000,1310;4705;7545
data,1183240800000,1310;2531;7546
data,1270072800000,1310;8550;7546
data,1280613600000,1310;1683;7547
data,1191189600000,1310;6675;7547
data,1251756000000,1310;5027;7547
data,1291158000000,1310;10640;7547
data,1167606000000,1310;190;7548
data,1183240800000,1310;533;7549
data,1230764400000,1310;12918;7549
data,1204326000000,1310;11259;7549
data,1259622000000,1310;8046;7549
data,1257030000000,1310;1023;7549
data,1296514800000,1310;4563;7549
data,1241128800000,1310;16950;7549
data,1235862000000,1310;1052;7549
data,1270072800000,1310;15486;7549
data,1259622000000,1310;3441;7549
data,1241128800000,1310;13406;7549
data,1209592800000,1310;5260;7549
data,1164927600000,1310;1122;7549
data,1164927600000,1310;1383;7550
data,1204326000000,1310;4500;7550
data,1277935200000,1310;14359;7550
data,1162335600000,1310;15636;7551
data,1272664800000,1310;6308;7551
data,1164927600000,1310;8513;7551
data,1235862000000,1310;3460;7551
data,1267398000000,1310;300;7551
data,1230764400000,1310;18707;7551
data,1291158000000,1310;3460;7551
data,1298934000000,1310;13845;7551
data,1264978800000,1310;11115;7551
data,1230764400000,1310;190;7552
data,1280613600000,1310;301;7553
data,1283292000000,1310;12485;7553
data,1288566000000,1310;599;7554
data,1222812000000,1310;16124;7554
data,1159653600000,1310;3382;7554
data,1233442800000,1310;3675;7554
data,1249077600000,1310;93;7555
data,1201820400000,1310;874;7555
data,1288566000000,1310;1854;7555
data,1209592800000,1310;862;7555
data,1264978800000,1310;14747;7555
data,1304689060079,1310;3965;7556
data,1267398000000,1310;7911;7556
data,1204326000000,1310;1409;7556
data,1241128800000,1310;2498;7556
data,1285884000000,1310;8057;7556
data,1188597600000,1310;44;7557
data,1259622000000,1310;13726;7557
data,1249077600000,1310;15045;7557
data,1285884000000,1310;9419;7557
data,1304610782639,1310;2458;7557
data,1272664800000,1310;1360;7558
data,1304689033592,1310;14578;7558
data,1259622000000,1310;747;7558
data,1217541600000,1310;511;7559
data,1272664800000,1310;6177;7559
data,1283292000000,1310;11018;7559
data,1235862000000,1310;5184;7559
data,1291158000000,1310;253;7560
data,1177970400000,1310;2906;7561
data,1304605859217,1310;1360;7562
data,1201820400000,1310;225;7563
data,1267398000000,1310;154;7563
data,1283292000000,1310;16205;7564
data,1164927600000,1310;15053;7565
data,1277935200000,1311;13396;7565
data,1199142000000,1311;5053;7565
data,1222812000000,1311;2559;7565
data,1298934000000,1311;3528;7565
data,1277935200000,1312;91;7565
data,1249077600000,1312;6520;7565
data,1164927600000,1312;5785;7566
data,1304673798531,1312;13393;7566
data,1262300400000,1312;464;7567
data,1164927600000,1312;1386;7567
data,1275343200000,1312;191;7568
data,1270072800000,1312;53;7569
data,1288566000000,1312;466;7570
data,1272664800000,1312;225;7570
data,1201820400000,1312;14516;7570
data,1285884000000,1312;4566;7570
data,1238536800000,1312;803;7571
data,1201820400000,1312;3616;7571
data,1280613600000,1312;1084;7572
data,1207000800000,1312;8088;7572
data,1228086000000,1312;72;7573
data,1146434400000,1312;1002;7574
data,1222812000000,1312;993;7575
data,1249077600000,1312;17400;7575
data,1280613600000,1312;4837;7575
data,1283292000000,1312;10092;7575
data,1204326000000,1312;15483;7575
data,1222812000000,1312;913;7575
data,1293836400000,1312;13401;7575
data,1149112800000,1312;16138;7575
data,1209592800000,1312;17390;7575
data,1209592800000,1312;5545;7575
data,1212271200000,1312;1814;7575
data,1272664800000,1312;67;7575
data,1230764400000,1312;3992;7575
data,1249077600000,1312;9160;7575
data,1225494000000,1312;18709;7575
data,1204326000000,1312;4932;7575
data,1146434400000,1312;13396;7575
data,1183240800000,1312;2792;7575
data,1196463600000,1312;6874;7575
data,1277935200000,1312;11075;7575
data,1296514800000,1312;1110;7576
data,1251756000000,1312;7699;7576
data,1304689078668,1312;8088;7576
data,1257030000000,1312;2834;7577
data,1249077600000,1312;6874;7577
data,1214863200000,1312;11222;7577
data,1241128800000,1312;632;7578
data,1296514800000,1312;4460;7579
data,1262300400000,1312;3834;7579
data,1296514800000,1312;11782;7579
data,1243807200000,1312;215;7579
data,1283292000000,1312;3461;7579
data,1264978800000,1312;311;7579
data,1304702075854,1312;16754;7579
data,1277935200000,1312;3253;7579
data,1175378400000,1312;3066;7579
data,1288566000000,1312;6148;7579
data,1222812000000,1312;4494;7580
data,1136070000000,1312;1412;7581
data,1275343200000,1312;1551;7581
data,1283292000000,1312;1034;7582
data,1298934000000,1312;3083;7582
data,1204326000000,1312;167;7583
data,1246399200000,1312;292;7584
data,1201820400000,1312;995;7584
data,1298934000000,1313;16616;7584
data,1217541600000,1313;2830;7584
data,1214863200000,1313;1239;7584
data,1264978800000,1313;2681;7584
data,1193871600000,1313;1532;7584
data,1262300400000,1313;6347;7584
data,1196463600000,1313;1810;7584
data,1212271200000,1313;56;7585
data,1157061600000,1313;707;7586
data,1214863200000,1313;1004;7587
data,1214863200000,1313;1414;7587
data,1270072800000,1313;511;7588
data,1241128800000,1313;1854;7589
data,1235862000000,1313;10680;7589
data,1172703600000,1313;505;7589
data,1241128800000,1313;2013;7589
data,1246399200000,1313;998;7590
data,1230764400000,1313;2815;7590
data,1304705503440,1313;831;7590
data,1170284400000,1313;466;7590
data,1277935200000,1313;2933;7590
data,1270072800000,1313;10620;7590
data,1251756000000,1313;15216;7590
data,1283292000000,1313;632;7590
data,1143842400000,1313;7833;7590
data,1257030000000,1313;11769;7590
data,1257030000000,1313;5166;7590
data,1230764400000,1314;1604;7590
data,1209592800000,1314;9412;7590
data,1214863200000,1314;12508;7590
data,1285884000000,1314;2468;7591
data,1277935200000,1314;317;7591
data,1228086000000,1314;994;7591
data,1235862000000,1314;3334;7591
data,1285884000000,1314;9944;7591
data,1285884000000,1314;159;7591
data,1204326000000,1314;14012;7591
data,1220220000000,1314;3786;7591
data,1304690149600,1314;13710;7591
data,1212271200000,1314;67;7592
data,1259622000000,1314;962;7592
data,1254348000000,1314;11508;7592
data,1238536800000,1314;298;7593
data,1235862000000,1314;15635;7593
data,1212271200000,1314;769;7593
data,1251756000000,1314;6417;7593
data,1230764400000,1314;2921;7594
data,1207000800000,1314;3999;7594
data,1304600820498,1314;4117;7594
data,1296514800000,1314;2742;7595
data,1130799600000,1314;16834;7595
data,1212271200000,1314;317;7595
data,1214863200000,1314;5261;7595
data,1172703600000,1314;3763;7596
data,1293836400000,1314;868;7596
data,1277935200000,1314;1370;7596
data,1233442800000,1314;1775;7596
data,1228086000000,1314;498;7597
data,1238536800000,1314;534;7598
data,1291158000000,1314;4513;7598
data,1285884000000,1314;930;7598
data,1220220000000,1314;1168;7598
data,1133391600000,1314;3557;7598
data,1162335600000,1314;3067;7598
data,1272664800000,1315;6397;7598
data,1285884000000,1315;3969;7598
data,1209592800000,1315;3306;7598
data,1233442800000,1315;13427;7598
data,1264978800000,1315;869;7598
data,1175378400000,1315;2183;7598
data,1207000800000,1315;70;7598
data,1259622000000,1316;3164;7598
data,1191189600000,1316;227;7599
data,1238536800000,1316;15326;7599
data,1243807200000,1316;3200;7599
data,1230764400000,1316;17212;7599
data,1270072800000,1316;734;7600
data,1275343200000,1316;15454;7600
data,1214863200000,1316;6569;7600
data,1296514800000,1316;5697;7600
data,1277935200000,1316;59;7600
data,1235862000000,1316;15871;7600
data,1241128800000,1316;3332;7600
data,1196463600000,1316;13407;7600
data,1199142000000,1316;7056;7600
data,1233442800000,1316;1153;7600
data,1280613600000,1316;3046;7600
data,1264978800000,1316;4169;7600
data,1228086000000,1316;1463;7600
data,1220220000000,1316;8218;7600
data,1175378400000,1316;7800;7600
data,1254348000000,1316;13670;7600
data,1191189600000,1316;3279;7601
data,1167606000000,1316;13012;7601
data,1191189600000,1316;228;7601
data,1125525600000,1316;6262;7601
data,1270072800000,1316;6289;7601
data,1196463600000,1316;1242;7602
data,1217541600000,1316;1122;7603
data,1212271200000,1316;1604;7603
data,1214863200000,1316;1119;7603
data,1283292000000,1316;16406;7603
data,1212271200000,1316;16169;7603
data,1270072800000,1316;217;7604
data,1201820400000,1316;1510;7604
data,1235862000000,1316;959;7605
data,1233442800000,1316;298;7606
data,1262300400000,1316;1632;7606
data,1149112800000,1316;966;7607
data,1196463600000,1316;12325;7607
data,1277935200000,1316;1240;7607
data,1280613600000,1316;735;7607
data,1272664800000,1316;3470;7607
data,1246399200000,1316;1808;7607
data,1141167600000,1316;3480;7607
data,1267398000000,1316;1652;7607
data,1170284400000,1316;858;7607
data,1214863200000,1316;6222;7607
data,1280613600000,1316;155;7608
data,1175378400000,1316;288;7608
data,1220220000000,1316;7831;7608
data,1257030000000,1316;6782;7608
data,1175378400000,1316;2861;7608
data,1212271200000,1316;6634;7608
data,1285884000000,1316;4351;7609
data,1172703600000,1316;18611;7609
data,1196463600000,1316;72;7610
data,1233442800000,1316;3373;7610
data,1246399200000,1316;1507;7610
data,1238536800000,1316;55;7610
data,1196463600000,1316;4432;7610
data,1262300400000,1316;4261;7610
data,1288566000000,1316;1620;7611
data,1191189600000,1316;9540;7611
data,1270072800000,1316;1400;7612
data,1277935200000,1316;292;7613
data,1212271200000,1316;5189;7613
data,1275343200000,1316;945;7613
data,1136070000000,1316;9990;7613
data,1277935200000,1316;190;7614
data,1196463600000,1316;455;7615
data,1154383200000,1316;209;7615
data,1175378400000,1316;16676;7615
data,1241128800000,1316;324;7616
data,1304596479763,1316;1064;7617
data,1225494000000,1316;306;7618
data,1222812000000,1316;182;7618
data,1296514800000,1316;16567;7618
data,1254348000000,1316;6890;7619
data,1228086000000,1316;4915;7619
data,1235862000000,1316;7730;7620
data,1217541600000,1316;10633;7620
data,1183240800000,1316;993;7620
data,1280613600000,1316;288;7621
data,1259622000000,1316;2716;7622
data,1277935200000,1316;4126;7622
data,1272664800000,1316;8471;7622
data,1217541600000,1316;5784;7623
data,1241128800000,1316;5452;7623
data,1288566000000,1316;605;7623
data,1228086000000,1316;2266;7623
data,1172703600000,1316;12356;7623
data,1191189600000,1316;1156;7623
data,1167606000000,1316;7818;7623
data,1262300400000,1316;333;7624
data,1238536800000,1316;5791;7625
data,1304705403354,1316;3086;7625
data,1204326000000,1316;464;7625
data,1141167600000,1316;3471;7625
data,1270072800000,1316;532;7626
data,1257030000000,1316;1425;7627
data,1172703600000,1316;2869;7627
data,1272664800000,1316;2771;7627
data,1298934000000,1316;1395;7627
data,1233442800000,1316;546;7628
data,1241128800000,1316;726;7628
data,1285884000000,1316;13710;7628
data,1214863200000,1316;3557;7628
data,1164927600000,1316;293;7628
data,1204326000000,1316;429;7629
data,1196463600000,1316;16315;7629
data,1259622000000,1316;17437;7630
data,1225494000000,1316;801;7630
data,1209592800000,1316;1079;7630
data,1207000800000,1316;5260;7631
data,1296514800000,1316;4863;7632
data,1267398000000,1316;17392;7632
data,1304667935034,1316;1724;7632
data,1304678593970,1316;3470;7633
data,1170284400000,1316;4387;7633
data,1272664800000,1316;5185;7634
data,1199142000000,1316;3179;7634
data,1262300400000,1316;612;7634
data,1288566000000,1316;6955;7634
data,1272664800000,1316;190;7635
data,1199142000000,1316;2552;7635
data,1298934000000,1316;8946;7635
data,1272664800000,1316;12750;7635
data,1238536800000,1316;2938;7635
data,1293836400000,1316;5728;7635
data,1267398000000,1316;535;7636
data,1249077600000,1316;12636;7636
data,1149112800000,1316;13267;7636
data,1204326000000,1316;7155;7636
data,1162335600000,1316;2030;7637
data,1272664800000,1316;227;7638
data,1246399200000,1316;14969;7638
data,1212271200000,1316;17955;7638
data,1172703600000,1316;14125;7638
data,1204326000000,1316;8218;7638
data,1257030000000,1316;1324;7638
data,1238536800000,1316;5666;7638
data,1188597600000,1316;13632;7638
data,1264978800000,1316;11769;7638
data,1249077600000,1316;3606;7639
data,1225494000000,1316;300;7640
data,1291158000000,1316;2614;7640
data,1225494000000,1316;289;7641
data,1230764400000,1316;6403;7641
data,1285884000000,1316;1899;7641
data,1267398000000,1316;4493;7641
data,1262300400000,1316;13543;7641
data,1222812000000,1316;538;7642
data,1285884000000,1317;11293;7642
data,1272664800000,1317;1809;7643
data,1254348000000,1317;3604;7643
data,1254348000000,1317;6629;7644
data,1267398000000,1317;52;7644
data,1214863200000,1317;257;7645
data,1254348000000,1317;13845;7645
data,1272664800000,1317;8048;7645
data,1293836400000,1317;7889;7645
data,1222812000000,1317;3113;7645
data,1293836400000,1317;2145;7645
data,1199142000000,1317;5747;7645
data,1246399200000,1317;7298;7645
data,1175378400000,1317;14286;7646
data,1170284400000,1317;6262;7646
data,1257030000000,1317;89;7647
data,1222812000000,1317;1043;7648
data,1225494000000,1317;3751;7648
data,1167606000000,1317;10831;7648
data,1154383200000,1317;3859;7648
data,1254348000000,1317;6923;7648
data,1212271200000,1317;4492;7648
data,1157061600000,1317;2772;7648
data,1246399200000,1317;159;7649
data,1246399200000,1317;1745;7649
data,1277935200000,1317;5165;7649
data,1246399200000,1317;2445;7649
data,1207000800000,1317;191;7649
data,1204326000000,1318;91;7649
data,1259622000000,1318;9435;7650
data,1230764400000,1318;321;7651
data,1280613600000,1318;226;7651
data,1188597600000,1318;1579;7651
data,1262300400000,1318;17400;7651
data,1193871600000,1318;16754;7651
data,1296514800000,1319;7103;7651
data,1235862000000,1319;50;7651
data,1220220000000,1319;67;7652
data,1207000800000,1319;14292;7652
data,1304941497433,1319;5475;7652
data,1280613600000,1320;3863;7652
data,1164927600000,1320;1170;7652
data,1293836400000,1320;2176;7652
data,1222812000000,1320;6217;7653
data,1241128800000,1320;18438;7653
data,1122847200000,1320;2488;7654
data,1257030000000,1320;997;7655
data,1277935200000,1320;5666;7655
data,1217541600000,1320;99;7655
data,1243807200000,1320;6963;7656
data,1259622000000,1320;11782;7656
data,1280613600000,1320;567;7656
data,1228086000000,1320;5893;7656
data,1277935200000,1320;2535;7656
data,1225494000000,1320;9126;7656
data,1172703600000,1320;1051;7656
data,1191189600000,1320;15569;7656
data,1304703016509,1320;963;7656
data,1296514800000,1320;814;7657
data,1241128800000,1320;15599;7657
data,1293836400000,1321;5653;7657
data,1254348000000,1321;3859;7657
data,1270072800000,1321;1424;7658
data,1259622000000,1321;12105;7658
data,1291158000000,1321;874;7658
data,1283292000000,1321;4919;7658
data,1220220000000,1322;30;7659
data,1217541600000,1322;1486;7659
data,1212271200000,1322;3076;7659
data,1277935200000,1322;525;7660
data,1233442800000,1322;2463;7661
data,1241128800000,1322;12113;7661
data,1207000800000,1322;17420;7661
data,1270072800000,1322;1573;7662
data,1304690142659,1322;1407;7662
data,1275343200000,1322;89;7663
data,1207000800000,1322;3427;7663
data,1267398000000,1322;3784;7663
data,1183240800000,1322;1874;7663
data,1185919200000,1322;3489;7664
data,1217541600000,1322;18297;7664
data,1304700079067,1322;11771;7665
data,1288566000000,1322;747;7665
data,1296514800000,1322;1623;7665
data,1249077600000,1322;998;7665
data,1225494000000,1322;3303;7665
data,1193871600000,1322;1882;7665
data,1262300400000,1322;12285;7665
data,1201820400000,1322;11339;7665
data,1207000800000,1322;1886;7665
data,1298934000000,1322;15344;7665
data,1280613600000,1323;2071;7665
data,1304615813403,1323;17248;7665
data,1214863200000,1323;429;7666
data,1230764400000,1323;10620;7666
data,1238536800000,1323;3730;7666
data,1304691504470,1323;1700;7667
data,1298934000000,1323;6759;7668
data,1177970400000,1323;900;7669
data,1298934000000,1323;426;7669
data,1193871600000,1323;1515;7669
data,1241128800000,1323;13034;7669
data,1264978800000,1323;9063;7669
data,1288566000000,1323;5818;7670
data,1228086000000,1323;1441;7670
data,1233442800000,1323;6362;7670
data,1217541600000,1323;12994;7670
data,1264978800000,1323;14193;7670
data,1212271200000,1323;3706;7670
data,1296514800000,1323;209;7670
data,1277935200000,1323;2587;7670
data,1270072800000,1323;4920;7670
data,1264978800000,1323;11862;7670
data,1217541600000,1323;220;7670
data,1264978800000,1323;371;7671
data,1241128800000,1323;6037;7672
data,1212271200000,1323;5160;7672
data,1177970400000,1323;712;7672
data,1233442800000,1323;251;7673
data,1230764400000,1323;4023;7673
data,1285884000000,1323;3605;7673
data,1220220000000,1323;17057;7673
data,1209592800000,1323;4839;7673
data,1214863200000,1323;12123;7674
data,1296514800000,1323;5452;7674
data,1201820400000,1323;61;7675
data,1267398000000,1323;747;7675
data,1235862000000,1323;906;7676
data,1298934000000,1323;5802;7676
data,1272664800000,1323;41;7676
data,1267398000000,1323;1006;7676
data,1291158000000,1323;3948;7676
data,1277935200000,1323;220;7677
data,1304614324439,1323;2458;7677
data,1291158000000,1323;554;7677
data,1267398000000,1323;7498;7677
data,1230764400000,1323;997;7677
data,1298934000000,1324;1489;7678
data,1225494000000,1324;212;7678
data,1217541600000,1324;2137;7678
data,1235862000000,1324;1810;7679
data,1285884000000,1324;71;7679
data,1220220000000,1324;1603;7679
data,1180648800000,1324;14629;7679
data,1293836400000,1324;3019;7679
data,1264978800000,1324;3739;7679
data,1249077600000,1325;512;7679
data,1222812000000,1325;7012;7680
data,1283292000000,1325;697;7681
data,1228086000000,1325;332;7682
data,1235862000000,1325;903;7683
data,1217541600000,1325;3109;7683
data,1267398000000,1325;9261;7683
data,1257030000000,1325;6165;7684
