
New Run at  09/15/2015 00:40:43
, Time,RandomReward; CoLinReward; LinUCBReward; GOBLinReward
data,1222812000000,1477;10188;9049;10585
data,1270072800000,1478;10200;9062;10596
data,1275343200000,1482;10214;9077;10612
data,1201820400000,1483;10226;9089;10626
data,1230764400000,1483;10238;9102;10638
data,1159653600000,1485;10252;9116;10650
data,1235862000000,1489;10263;9129;10657
data,1298934000000,1492;10275;9141;10671
data,1212271200000,1497;10289;9156;10685
data,1249077600000,1497;10302;9167;10697
data,1275343200000,1498;10315;9184;10711
data,1272664800000,1499;10327;9192;10721
data,1230764400000,1500;10348;9214;10742
data,1298934000000,1502;10361;9230;10755
data,1212271200000,1504;10381;9253;10776
data,1270072800000,1506;10392;9265;10786
data,1280613600000,1508;10403;9280;10800
data,1259622000000,1509;10417;9294;10814
data,1288566000000,1512;10431;9308;10827
data,1164927600000,1517;10444;9325;10845
data,1283292000000,1520;10458;9338;10860
data,1172703600000,1521;10472;9349;10875
data,1280613600000,1523;10487;9363;10888
data,1201820400000,1524;10505;9379;10907
data,1220220000000,1526;10522;9392;10923
data,1262300400000,1527;10539;9409;10940
data,1175378400000,1527;10558;9427;10961
data,1267398000000,1529;10570;9442;10976
data,1280613600000,1530;10583;9455;10992
data,1249077600000,1533;10600;9472;11011
data,1220220000000,1535;10614;9484;11026
data,1204326000000,1535;10628;9497;11039
data,1296514800000,1536;10645;9515;11055
data,1225494000000,1539;10657;9529;11070
data,1304596460217,1545;10679;9549;11091
data,1222812000000,1546;10692;9556;11102
data,1177970400000,1546;10709;9572;11121
data,1304672913658,1547;10725;9589;11139
data,1177970400000,1549;10739;9606;11156
data,1272664800000,1550;10754;9619;11169
data,1267398000000,1552;10769;9635;11185
data,1251756000000,1553;10786;9652;11204
data,1291158000000,1556;10807;9667;11223
data,1230764400000,1556;10822;9686;11241
data,1304941497458,1558;10835;9700;11256
data,1167606000000,1561;10843;9709;11268
data,1143842400000,1563;10867;9732;11291
data,1298934000000,1565;10884;9747;11309
data,1201820400000,1568;10898;9760;11322
data,1285884000000,1570;10920;9782;11340
data,1241128800000,1571;10935;9798;11354
data,1217541600000,1575;10957;9816;11371
data,1277935200000,1575;10978;9834;11393
data,1283292000000,1575;11002;9857;11416
data,1188597600000,1578;11025;9876;11435
data,1249077600000,1582;11042;9894;11452
data,1304693859868,1582;11060;9909;11470
data,1298934000000,1583;11075;9921;11485
data,1241128800000,1584;11093;9938;11503
data,1214863200000,1584;11111;9953;11520
data,1275343200000,1585;11126;9968;11537
data,1288566000000,1587;11141;9983;11552
data,1246399200000,1592;11155;9997;11567
data,1214863200000,1594;11165;10010;11578
data,1180648800000,1595;11176;10024;11591
data,1188597600000,1598;11193;10043;11609
data,1235862000000,1599;11213;10061;11628
data,1272664800000,1600;11232;10077;11646
data,1177970400000,1600;11247;10092;11662
data,1175378400000,1600;11261;10104;11675
data,1228086000000,1603;11275;10118;11692
data,1241128800000,1605;11288;10129;11705
data,1201820400000,1609;11304;10144;11722
data,1212271200000,1611;11318;10156;11736
data,1170284400000,1611;11334;10170;11751
data,1122847200000,1613;11346;10180;11763
data,1262300400000,1613;11356;10190;11773
data,1235862000000,1613;11373;10208;11790
data,1262300400000,1615;11388;10225;11806
data,1209592800000,1618;11407;10241;11824
data,1199142000000,1621;11427;10261;11845
data,1257030000000,1627;11446;10281;11864
data,1257030000000,1630;11463;10301;11881
data,1130799600000,1631;11478;10318;11898
data,1177970400000,1633;11494;10333;11915
data,1246399200000,1635;11505;10347;11928
data,1264978800000,1635;11521;10361;11942
data,1246399200000,1636;11534;10371;11957
data,1272664800000,1636;11543;10383;11968
data,1235862000000,1637;11559;10400;11985
data,1209592800000,1640;11571;10417;11998
data,1241128800000,1641;11587;10431;12013
data,1277935200000,1641;11600;10443;12027
data,1230764400000,1641;11617;10458;12043
data,1257030000000,1645;11631;10469;12054
data,1246399200000,1646;11646;10483;12070
data,1291158000000,1647;11668;10502;12090
data,1267398000000,1649;11681;10514;12102
data,1241128800000,1651;11696;10527;12119
data,1277935200000,1651;11710;10547;12137
data,1201820400000,1651;11725;10565;12152
data,1264978800000,1655;11735;10576;12165
data,1293836400000,1655;11744;10588;12177
data,1267398000000,1657;11759;10600;12194
data,1246399200000,1660;11772;10614;12211
data,1188597600000,1663;11787;10629;12226
data,1277935200000,1664;11803;10648;12245
data,1304700079082,1664;11820;10663;12261
data,1283292000000,1668;11835;10676;12276
data,1264978800000,1669;11850;10686;12292
data,1285884000000,1673;11866;10702;12309
data,1183240800000,1675;11886;10717;12326
data,1259622000000,1675;11897;10730;12338
data,1241128800000,1676;11914;10747;12357
data,1214863200000,1676;11931;10764;12376
data,1264978800000,1678;11945;10780;12390
data,1214863200000,1678;11961;10796;12404
data,1193871600000,1680;11978;10816;12422
data,1175378400000,1683;11993;10830;12437
data,1225494000000,1686;12006;10841;12449
data,1230764400000,1688;12018;10853;12465
data,1293836400000,1689;12036;10869;12484
data,1233442800000,1690;12048;10879;12496
data,1209592800000,1693;12067;10896;12517
data,1259622000000,1696;12079;10908;12529
data,1180648800000,1699;12092;10920;12544
data,1164927600000,1702;12109;10933;12559
data,1222812000000,1706;12128;10950;12578
data,1220220000000,1707;12143;10967;12596
data,1183240800000,1709;12164;10986;12615
data,1191189600000,1711;12181;11000;12631
data,1285884000000,1714;12196;11015;12646
data,1230764400000,1716;12207;11030;12659
data,1225494000000,1716;12217;11039;12669
data,1222812000000,1719;12229;11051;12680
data,1172703600000,1719;12244;11067;12694
data,1241128800000,1721;12262;11081;12712
data,1217541600000,1722;12278;11094;12728
data,1275343200000,1724;12287;11104;12739
data,1254348000000,1725;12295;11114;12749
data,1241128800000,1729;12313;11132;12767
data,1267398000000,1730;12326;11144;12780
data,1304600318330,1734;12341;11161;12796
data,1275343200000,1738;12355;11177;12811
data,1235862000000,1739;12372;11196;12832
data,1251756000000,1740;12389;11211;12848
data,1270072800000,1741;12404;11227;12862
data,1291158000000,1742;12418;11241;12877
data,1246399200000,1743;12433;11254;12895
data,1275343200000,1745;12447;11267;12909
data,1157061600000,1745;12461;11282;12922
data,1212271200000,1749;12476;11297;12938
data,1207000800000,1749;12485;11310;12950
data,1188597600000,1752;12504;11330;12971
data,1257030000000,1754;12520;11345;12987
data,1193871600000,1758;12535;11359;13002
data,1167606000000,1760;12552;11376;13019
data,1212271200000,1763;12567;11388;13033
data,1267398000000,1766;12584;11403;13049
data,1259622000000,1770;12603;11421;13069
data,1272664800000,1775;12615;11435;13080
data,1293836400000,1779;12629;11447;13093
data,1259622000000,1782;12643;11461;13108
data,1254348000000,1783;12657;11478;13123
data,1235862000000,1783;12672;11494;13138
data,1304596461057,1785;12690;11511;13155
data,1293836400000,1787;12700;11519;13163
data,1185919200000,1787;12716;11536;13181
data,1246399200000,1790;12730;11549;13195
data,1280613600000,1791;12741;11560;13205
data,1283292000000,1792;12762;11581;13227
data,1246399200000,1794;12774;11594;13241
data,1251756000000,1795;12788;11607;13253
data,1180648800000,1795;12808;11628;13272
data,1275343200000,1800;12826;11646;13292
data,1259622000000,1801;12841;11658;13306
data,1225494000000,1803;12853;11671;13320
data,1270072800000,1805;12866;11684;13337
data,1304608255781,1808;12878;11697;13348
data,1162335600000,1813;12892;11710;13361
data,1291158000000,1814;12907;11727;13379
data,1280613600000,1816;12917;11737;13389
data,1291158000000,1819;12932;11756;13407
data,1235862000000,1821;12947;11773;13424
data,1288566000000,1824;12965;11791;13442
data,1209592800000,1826;12982;11807;13457
data,1235862000000,1827;12996;11816;13469
data,1267398000000,1828;13007;11829;13481
data,1241128800000,1833;13023;11847;13502
data,1138748400000,1835;13043;11862;13521
data,1146434400000,1837;13060;11874;13534
data,1264978800000,1841;13075;11887;13549
data,1267398000000,1844;13093;11904;13568
data,1304602747893,1847;13104;11912;13580
data,1193871600000,1849;13117;11926;13595
data,1233442800000,1849;13131;11940;13611
data,1246399200000,1852;13149;11951;13626
data,1193871600000,1856;13163;11968;13642
data,1262300400000,1858;13178;11983;13657
data,1228086000000,1860;13189;11994;13671
data,1230764400000,1861;13205;12008;13689
data,1191189600000,1863;13223;12026;13709
data,1259622000000,1863;13238;12040;13728
data,1275343200000,1864;13251;12056;13742
data,1196463600000,1866;13264;12067;13755
data,1291158000000,1870;13278;12082;13771
data,1183240800000,1871;13294;12099;13788
data,1304603394781,1871;13305;12112;13803
data,1201820400000,1872;13319;12123;13817
data,1214863200000,1873;13334;12139;13834
data,1259622000000,1874;13352;12159;13854
data,1277935200000,1877;13365;12169;13867
data,1304607128828,1878;13388;12190;13889
data,1243807200000,1881;13406;12206;13909
data,1238536800000,1885;13423;12224;13925
data,1280613600000,1886;13438;12241;13940
data,1293836400000,1888;13448;12252;13949
data,1177970400000,1888;13467;12270;13969
data,1180648800000,1890;13482;12284;13984
data,1270072800000,1891;13499;12306;14003
data,1293836400000,1892;13516;12326;14021
data,1162335600000,1896;13531;12341;14038
data,1162335600000,1897;13545;12354;14051
data,1267398000000,1898;13558;12368;14065
data,1230764400000,1902;13578;12388;14085
data,1291158000000,1906;13595;12404;14100
data,1217541600000,1906;13609;12420;14115
data,1220220000000,1907;13617;12432;14124
data,1228086000000,1908;13628;12442;14136
data,1254348000000,1910;13640;12452;14148
data,1283292000000,1911;13656;12470;14168
data,1277935200000,1915;13667;12487;14181
data,1172703600000,1918;13683;12502;14196
data,1277935200000,1921;13704;12525;14220
data,1170284400000,1923;13719;12537;14236
data,1188597600000,1925;13738;12553;14254
data,1172703600000,1929;13752;12569;14273
data,1283292000000,1931;13766;12581;14286
data,1296514800000,1932;13785;12601;14306
data,1304597064682,1934;13800;12615;14321
data,1246399200000,1937;13811;12626;14332
data,1230764400000,1938;13828;12642;14342
data,1251756000000,1940;13843;12657;14357
data,1259622000000,1942;13857;12669;14374
data,1185919200000,1944;13870;12682;14389
data,1185919200000,1945;13886;12696;14402
data,1291158000000,1947;13893;12703;14412
data,1293836400000,1953;13906;12717;14426
data,1228086000000,1955;13916;12729;14436
data,1230764400000,1958;13925;12741;14449
data,1249077600000,1962;13936;12754;14462
data,1257030000000,1964;13947;12764;14472
data,1293836400000,1967;13965;12781;14489
data,1217541600000,1967;13974;12793;14501
data,1291158000000,1970;13991;12808;14517
data,1264978800000,1971;14008;12824;14534
data,1293836400000,1972;14019;12835;14545
data,1225494000000,1975;14036;12850;14562
data,1298934000000,1976;14051;12864;14576
data,1222812000000,1978;14063;12878;14587
data,1283292000000,1981;14077;12892;14603
data,1249077600000,1984;14090;12912;14615
data,1220220000000,1985;14109;12928;14633
data,1249077600000,1989;14124;12942;14648
data,1280613600000,1991;14140;12959;14664
data,1304935344097,1993;14159;12977;14685
data,1277935200000,1993;14175;12993;14703
data,1272664800000,1994;14190;13006;14718
data,1296514800000,1995;14199;13014;14729
data,1214863200000,1998;14214;13029;14743
data,1249077600000,2003;14223;13040;14755
data,1270072800000,2007;14239;13056;14770
data,1267398000000,2010;14251;13066;14780
data,1207000800000,2011;14269;13083;14798
data,1257030000000,2012;14285;13101;14818
data,1280613600000,2013;14310;13128;14844
data,1254348000000,2013;14330;13147;14865
data,1141167600000,2014;14341;13157;14876
data,1291158000000,2014;14356;13178;14895
data,1254348000000,2015;14377;13200;14917
data,1201820400000,2018;14392;13213;14932
data,1225494000000,2019;14404;13225;14948
data,1233442800000,2020;14422;13244;14967
data,1298934000000,2021;14437;13258;14982
data,1246399200000,2023;14451;13270;14996
data,1180648800000,2025;14467;13285;15010
data,1291158000000,2027;14480;13300;15026
data,1277935200000,2030;14505;13318;15048
data,1262300400000,2031;14524;13333;15064
data,1241128800000,2033;14541;13351;15083
data,1230764400000,2035;14556;13367;15097
data,1212271200000,2035;14570;13381;15112
data,1298934000000,2037;14586;13397;15130
data,1275343200000,2038;14601;13410;15145
data,1201820400000,2042;14621;13433;15168
data,1185919200000,2045;14636;13447;15182
data,1222812000000,2047;14650;13457;15195
data,1207000800000,2050;14668;13472;15214
data,1238536800000,2054;14683;13483;15231
data,1267398000000,2056;14695;13495;15240
data,1262300400000,2058;14709;13510;15254
data,1233442800000,2060;14721;13518;15266
data,1222812000000,2061;14736;13529;15280
data,1275343200000,2062;14749;13545;15295
data,1298934000000,2064;14768;13561;15315
data,1149112800000,2070;14785;13577;15332
data,1272664800000,2073;14805;13598;15353
data,1214863200000,2074;14821;13614;15370
data,1288566000000,2077;14841;13633;15392
data,1262300400000,2078;14853;13647;15407
data,1304604457306,2081;14866;13657;15421
data,1235862000000,2082;14881;13671;15437
data,1262300400000,2082;14893;13682;15447
data,1228086000000,2082;14906;13694;15458
data,1222812000000,2084;14922;13710;15476
data,1288566000000,2085;14937;13723;15491
data,1151704800000,2086;14948;13737;15504
data,1201820400000,2088;14963;13752;15520
data,1296514800000,2090;14976;13769;15534
data,1193871600000,2094;14993;13784;15551
data,1291158000000,2095;15014;13802;15569
data,1209592800000,2098;15023;13811;15580
data,1193871600000,2101;15031;13821;15591
data,1212271200000,2102;15045;13837;15607
data,1183240800000,2106;15061;13855;15623
data,1214863200000,2108;15074;13869;15636
data,1241128800000,2109;15089;13883;15652
data,1259622000000,2111;15102;13895;15665
data,1146434400000,2113;15118;13910;15681
data,1298934000000,2115;15135;13931;15701
data,1170284400000,2118;15152;13947;15716
data,1267398000000,2119;15172;13967;15737
data,1188597600000,2121;15185;13981;15751
data,1283292000000,2122;15201;13993;15765
data,1191189600000,2125;15211;14003;15775
data,1159653600000,2129;15223;14013;15788
data,1230764400000,2130;15237;14026;15802
data,1272664800000,2131;15251;14039;15814
data,1225494000000,2133;15267;14051;15831
data,1162335600000,2133;15279;14065;15844
data,1291158000000,2135;15295;14082;15860
data,1193871600000,2138;15305;14091;15869
data,1275343200000,2141;15320;14104;15885
data,1157061600000,2143;15337;14118;15901
data,1214863200000,2147;15358;14139;15924
data,1196463600000,2149;15374;14155;15940
data,1280613600000,2152;15385;14168;15953
data,1220220000000,2154;15400;14184;15967
data,1283292000000,2156;15418;14201;15984
data,1209592800000,2156;15432;14220;16003
data,1283292000000,2161;15446;14236;16020
data,1257030000000,2166;15459;14246;16034
data,1291158000000,2166;15471;14258;16047
data,1233442800000,2169;15492;14279;16069
data,1304692300531,2174;15505;14296;16085
data,1264978800000,2175;15513;14310;16096
data,1243807200000,2179;15528;14327;16112
data,1157061600000,2182;15544;14343;16128
data,1291158000000,2185;15554;14352;16139
data,1267398000000,2190;15571;14372;16160
data,1199142000000,2192;15584;14387;16170
data,1264978800000,2194;15599;14401;16185
data,1280613600000,2197;15617;14419;16204
data,1285884000000,2199;15633;14434;16221
data,1296514800000,2203;15646;14446;16234
data,1288566000000,2204;15660;14462;16250
data,1212271200000,2204;15675;14475;16263
data,1151704800000,2206;15691;14490;16275
data,1228086000000,2208;15705;14506;16289
data,1241128800000,2210;15716;14517;16303
data,1209592800000,2210;15733;14533;16321
data,1277935200000,2210;15749;14549;16336
data,1193871600000,2210;15767;14567;16354
data,1146434400000,2211;15779;14582;16370
data,1283292000000,2211;15797;14602;16388
data,1228086000000,2211;15814;14617;16406
data,1280613600000,2213;15823;14628;16420
data,1285884000000,2216;15829;14636;16429
data,1214863200000,2219;15844;14649;16443
data,1193871600000,2222;15858;14663;16460
data,1209592800000,2227;15875;14679;16476
data,1270072800000,2231;15888;14693;16491
data,1293836400000,2235;15904;14708;16510
data,1154383200000,2238;15914;14723;16520
data,1235862000000,2240;15930;14739;16536
data,1264978800000,2242;15942;14751;16549
data,1270072800000,2245;15960;14769;16567
data,1296514800000,2245;15976;14784;16583
data,1222812000000,2246;15995;14803;16600
data,1270072800000,2251;16011;14818;16616
data,1230764400000,2253;16027;14835;16632
data,1304596448096,2253;16045;14855;16651
data,1183240800000,2254;16064;14872;16672
data,1138748400000,2258;16078;14886;16686
data,1167606000000,2259;16092;14899;16702
data,1293836400000,2259;16105;14912;16716
data,1304932908695,2261;16116;14926;16726
data,1214863200000,2264;16136;14940;16744
data,1304600313722,2267;16151;14955;16759
data,1138748400000,2270;16162;14968;16773
data,1272664800000,2272;16175;14981;16789
data,1288566000000,2275;16185;14992;16797
data,1262300400000,2276;16202;15009;16815
data,1230764400000,2277;16215;15020;16826
data,1275343200000,2278;16231;15035;16842
data,1257030000000,2282;16244;15050;16855
data,1214863200000,2287;16258;15065;16868
data,1285884000000,2290;16272;15079;16883
data,1259622000000,2291;16285;15092;16899
data,1257030000000,2294;16298;15105;16913
data,1159653600000,2295;16314;15121;16930
data,1183240800000,2296;16331;15137;16948
data,1230764400000,2297;16342;15146;16961
data,1207000800000,2300;16359;15163;16979
data,1209592800000,2303;16373;15179;16995
data,1214863200000,2304;16389;15196;17012
data,1262300400000,2306;16406;15213;17030
data,1220220000000,2308;16423;15228;17046
data,1130799600000,2309;16436;15242;17060
data,1170284400000,2310;16446;15251;17071
data,1267398000000,2310;16462;15269;17091
data,1159653600000,2313;16473;15287;17104
data,1243807200000,2315;16486;15304;17118
data,1241128800000,2316;16503;15323;17138
data,1296514800000,2320;16523;15341;17155
data,1257030000000,2325;16536;15357;17171
data,1193871600000,2326;16550;15371;17185
data,1304667929902,2327;16564;15384;17200
data,1288566000000,2327;16581;15401;17217
data,1257030000000,2329;16599;15419;17234
data,1291158000000,2330;16615;15434;17250
data,1212271200000,2332;16628;15447;17264
data,1207000800000,2334;16640;15460;17278
data,1304607128105,2336;16654;15472;17290
data,1249077600000,2339;16665;15487;17301
data,1296514800000,2343;16677;15503;17315
data,1288566000000,2345;16686;15515;17326
data,1201820400000,2347;16700;15530;17343
data,1214863200000,2349;16713;15546;17361
data,1304934717026,2352;16727;15560;17375
data,1175378400000,2354;16748;15577;17394
data,1201820400000,2354;16759;15591;17406
data,1241128800000,2359;16784;15616;17432
data,1277935200000,2361;16803;15635;17451
data,1241128800000,2361;16820;15650;17467
data,1257030000000,2364;16836;15669;17485
data,1267398000000,2364;16851;15681;17502
data,1214863200000,2365;16868;15696;17518
data,1201820400000,2367;16885;15713;17532
data,1220220000000,2369;16908;15736;17553
data,1267398000000,2370;16923;15748;17565
data,1257030000000,2373;16937;15762;17578
data,1230764400000,2375;16949;15775;17589
data,1249077600000,2376;16966;15790;17606
data,1217541600000,2382;16976;15805;17618
data,1222812000000,2387;16993;15823;17636
data,1285884000000,2390;17008;15839;17652
data,1204326000000,2394;17021;15852;17664
data,1251756000000,2395;17036;15867;17680
data,1259622000000,2397;17056;15886;17699
data,1220220000000,2400;17069;15901;17716
data,1241128800000,2400;17085;15916;17728
data,1283292000000,2404;17100;15931;17743
data,1207000800000,2409;17113;15946;17757
data,1233442800000,2411;17128;15962;17772
data,1304935830439,2413;17149;15982;17792
data,1220220000000,2416;17165;15997;17809
data,1209592800000,2419;17181;16010;17826
data,1185919200000,2420;17198;16026;17846
data,1217541600000,2422;17209;16041;17859
data,1283292000000,2424;17230;16058;17880
data,1162335600000,2425;17243;16071;17894
data,1204326000000,2425;17254;16085;17905
data,1277935200000,2427;17270;16104;17923
data,1254348000000,2427;17282;16115;17934
data,1296514800000,2430;17294;16128;17947
data,1243807200000,2432;17305;16143;17959
data,1243807200000,2435;17324;16161;17978
data,1146434400000,2436;17335;16177;17993
data,1238536800000,2436;17353;16193;18011
data,1214863200000,2439;17367;16213;18028
data,1291158000000,2440;17384;16233;18047
data,1246399200000,2442;17400;16249;18062
data,1257030000000,2442;17411;16259;18076
data,1230764400000,2443;17421;16273;18088
data,1209592800000,2446;17435;16286;18103
data,1267398000000,2448;17450;16297;18116
data,1162335600000,2450;17459;16304;18127
data,1191189600000,2451;17469;16313;18136
data,1254348000000,2453;17480;16328;18150
data,1199142000000,2454;17495;16343;18166
data,1288566000000,2457;17511;16359;18180
data,1162335600000,2459;17527;16373;18197
data,1196463600000,2463;17548;16392;18218
data,1283292000000,2467;17557;16403;18230
data,1199142000000,2471;17571;16415;18245
data,1262300400000,2472;17586;16428;18260
data,1257030000000,2472;17597;16441;18276
data,1249077600000,2475;17612;16457;18293
data,1291158000000,2475;17624;16469;18307
data,1249077600000,2476;17638;16484;18322
data,1207000800000,2480;17655;16498;18341
data,1264978800000,2484;17667;16510;18355
data,1304934693457,2485;17679;16522;18369
data,1209592800000,2488;17693;16536;18384
data,1291158000000,2492;17708;16549;18397
data,1267398000000,2493;17722;16567;18412
data,1270072800000,2495;17743;16582;18432
data,1270072800000,2495;17768;16606;18461
data,1291158000000,2497;17783;16616;18474
data,1214863200000,2499;17800;16631;18492
data,1220220000000,2503;17816;16648;18506
data,1257030000000,2505;17831;16661;18520
data,1259622000000,2506;17848;16678;18538
data,1214863200000,2509;17859;16691;18549
data,1235862000000,2511;17878;16709;18570
data,1259622000000,2514;17891;16722;18586
data,1254348000000,2515;17904;16738;18601
data,1277935200000,2517;17920;16752;18614
data,1230764400000,2517;17935;16765;18628
data,1230764400000,2517;17945;16777;18640
data,1225494000000,2518;17957;16790;18655
data,1199142000000,2522;17969;16802;18668
data,1246399200000,2525;17987;16819;18686
data,1291158000000,2526;17997;16829;18699
data,1241128800000,2529;18010;16840;18710
data,1272664800000,2531;18031;16865;18736
data,1270072800000,2533;18044;16879;18751
data,1180648800000,2535;18061;16900;18770
data,1257030000000,2536;18081;16920;18789
data,1270072800000,2539;18094;16936;18801
data,1246399200000,2539;18114;16955;18819
data,1283292000000,2543;18130;16969;18838
data,1241128800000,2547;18150;16986;18858
data,1280613600000,2548;18167;17000;18875
data,1191189600000,2553;18184;17015;18892
data,1296514800000,2556;18200;17029;18908
data,1204326000000,2559;18216;17044;18924
data,1222812000000,2561;18236;17057;18940
data,1167606000000,2562;18253;17073;18958
data,1204326000000,2562;18268;17090;18973
data,1280613600000,2565;18287;17108;18992
data,1217541600000,2570;18303;17125;19009
data,1212271200000,2572;18320;17141;19026
data,1304682155067,2575;18331;17151;19036
data,1201820400000,2575;18344;17164;19048
data,1288566000000,2575;18358;17178;19066
data,1238536800000,2576;18377;17196;19088
data,1277935200000,2581;18389;17206;19100
data,1285884000000,2584;18404;17223;19118
data,1275343200000,2586;18416;17236;19129
data,1233442800000,2586;18433;17249;19144
data,1183240800000,2589;18449;17268;19162
data,1212271200000,2590;18465;17285;19179
data,1214863200000,2592;18476;17297;19190
data,1222812000000,2592;18492;17315;19210
data,1214863200000,2596;18502;17327;19221
data,1199142000000,2596;18517;17341;19234
data,1249077600000,2597;18538;17359;19257
data,1214863200000,2598;18555;17377;19276
data,1293836400000,2599;18569;17389;19290
data,1220220000000,2600;18587;17407;19307
data,1264978800000,2604;18606;17428;19327
data,1185919200000,2605;18621;17441;19341
data,1204326000000,2607;18633;17454;19355
data,1199142000000,2607;18653;17472;19376
data,1217541600000,2608;18668;17484;19389
data,1283292000000,2611;18679;17494;19401
data,1246399200000,2612;18695;17512;19418
data,1262300400000,2616;18708;17524;19433
data,1283292000000,2619;18723;17539;19447
data,1199142000000,2622;18733;17550;19459
data,1291158000000,2623;18746;17564;19472
data,1267398000000,2624;18764;17581;19494
data,1214863200000,2624;18784;17602;19513
data,1233442800000,2625;18801;17617;19531
data,1272664800000,2628;18813;17632;19545
data,1212271200000,2629;18826;17642;19557
data,1254348000000,2633;18842;17659;19572
data,1230764400000,2637;18859;17675;19585
data,1222812000000,2637;18872;17689;19597
data,1291158000000,2639;18888;17706;19614
data,1275343200000,2642;18897;17718;19624
data,1257030000000,2644;18919;17740;19645
data,1183240800000,2648;18929;17748;19655
data,1125525600000,2651;18945;17762;19672
data,1259622000000,2651;18960;17777;19689
data,1164927600000,2652;18980;17793;19707
data,1304676527726,2653;19000;17813;19728
data,1228086000000,2655;19014;17826;19741
data,1280613600000,2657;19032;17845;19759
data,1251756000000,2659;19044;17857;19771
data,1241128800000,2660;19059;17870;19785
data,1146434400000,2662;19070;17879;19793
data,1288566000000,2666;19081;17892;19805
data,1233442800000,2670;19102;17911;19826
data,1212271200000,2673;19117;17925;19841
data,1293836400000,2674;19132;17938;19858
data,1233442800000,2675;19148;17957;19876
data,1235862000000,2679;19158;17969;19887
data,1214863200000,2682;19171;17981;19897
data,1249077600000,2684;19188;17998;19915
data,1285884000000,2685;19203;18011;19931
data,1228086000000,2687;19217;18021;19942
data,1207000800000,2690;19228;18035;19954
data,1251756000000,2691;19241;18049;19967
data,1238536800000,2692;19255;18060;19978
data,1214863200000,2696;19272;18078;19994
data,1151704800000,2697;19290;18092;20010
data,1272664800000,2699;19307;18111;20028
data,1199142000000,2701;19326;18127;20048
data,1199142000000,2704;19339;18140;20059
data,1293836400000,2707;19352;18152;20070
data,1251756000000,2711;19368;18168;20085
data,1246399200000,2712;19384;18186;20100
data,1249077600000,2714;19397;18200;20114
data,1164927600000,2716;19405;18209;20122
data,1162335600000,2720;19417;18221;20135
data,1235862000000,2720;19435;18238;20150
data,1264978800000,2726;19455;18256;20169
data,1167606000000,2731;19464;18267;20178
data,1270072800000,2734;19474;18275;20188
data,1162335600000,2736;19488;18290;20202
data,1264978800000,2741;19508;18310;20221
data,1293836400000,2744;19519;18323;20233
data,1180648800000,2747;19530;18334;20245
data,1212271200000,2750;19549;18349;20262
data,1251756000000,2753;19565;18364;20279
data,1277935200000,2756;19583;18381;20296
data,1235862000000,2759;19592;18388;20306
data,1304934699621,2765;19611;18405;20325
data,1230764400000,2765;19631;18422;20340
data,1246399200000,2766;19645;18433;20355
data,1162335600000,2768;19656;18449;20368
data,1285884000000,2770;19675;18469;20386
data,1277935200000,2774;19686;18478;20398
data,1217541600000,2775;19698;18487;20409
data,1228086000000,2779;19710;18499;20423
data,1254348000000,2781;19719;18510;20434
data,1296514800000,2784;19732;18522;20449
data,1283292000000,2785;19746;18538;20465
data,1291158000000,2788;19756;18547;20477
data,1180648800000,2791;19767;18559;20489
data,1214863200000,2792;19784;18576;20506
data,1283292000000,2793;19796;18589;20518
data,1204326000000,2793;19813;18604;20538
data,1170284400000,2793;19824;18614;20549
data,1238536800000,2796;19840;18629;20566
data,1204326000000,2798;19849;18640;20578
data,1233442800000,2800;19870;18661;20599
data,1267398000000,2801;19881;18670;20609
data,1201820400000,2804;19899;18687;20630
data,1277935200000,2807;19913;18700;20645
data,1283292000000,2807;19933;18721;20666
data,1304668057406,2808;19951;18737;20687
data,1196463600000,2809;19967;18755;20703
data,1209592800000,2811;19984;18770;20718
data,1262300400000,2813;20008;18793;20739
data,1249077600000,2813;20022;18811;20754
data,1228086000000,2817;20039;18830;20770
data,1249077600000,2819;20056;18847;20786
data,1296514800000,2820;20067;18859;20799
data,1267398000000,2821;20080;18871;20811
data,1280613600000,2823;20089;18881;20822
data,1264978800000,2828;20101;18892;20835
data,1233442800000,2831;20120;18908;20856
data,1288566000000,2833;20131;18921;20870
data,1233442800000,2836;20148;18942;20888
data,1235862000000,2837;20160;18960;20901
data,1209592800000,2842;20171;18974;20912
data,1230764400000,2843;20188;18990;20929
data,1272664800000,2845;20202;18999;20943
data,1272664800000,2847;20217;19017;20960
data,1291158000000,2849;20229;19029;20972
data,1222812000000,2851;20247;19047;20991
data,1143842400000,2854;20263;19063;21007
data,1222812000000,2858;20280;19081;21024
data,1222812000000,2860;20292;19096;21039
data,1193871600000,2863;20303;19110;21052
data,1283292000000,2864;20318;19122;21067
data,1238536800000,2865;20333;19137;21081
data,1275343200000,2866;20350;19152;21099
data,1291158000000,2869;20366;19169;21117
data,1277935200000,2870;20382;19187;21135
data,1249077600000,2872;20396;19199;21151
data,1193871600000,2872;20412;19216;21169
data,1285884000000,2872;20425;19228;21180
data,1304934693398,2873;20444;19246;21200
data,1233442800000,2876;20458;19255;21211
data,1225494000000,2878;20477;19274;21230
data,1272664800000,2879;20496;19293;21251
data,1254348000000,2880;20508;19306;21260
data,1298934000000,2882;20522;19322;21275
data,1175378400000,2884;20534;19334;21289
data,1249077600000,2885;20549;19353;21307
data,1249077600000,2886;20560;19365;21319
data,1212271200000,2889;20576;19380;21337
